step,ancien,nouveau,raison,score_ancien,score_nouveau
19303,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19304,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19319,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19320,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19344,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19345,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19382,KNN_ADWIN,SGD,bandit,1.0,0.9966
19383,SGD,KNN_ADWIN,bandit,0.9966,1.0
19387,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19388,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19399,KNN_ADWIN,SGD,bandit,1.0,0.9967
19400,SGD,KNN_ADWIN,bandit,0.9967,1.0
19404,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19405,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19497,KNN_ADWIN,SGD,bandit,1.0,0.9965
19498,SGD,KNN_ADWIN,bandit,0.9965,1.0
19513,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19514,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19530,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19531,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19546,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19547,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19550,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19552,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19570,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19571,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19600,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19601,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19606,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19607,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19628,KNN_ADWIN,SGD,bandit,1.0,0.9966
19629,SGD,KNN_ADWIN,bandit,0.9966,1.0
19630,KNN_ADWIN,SGD,bandit,1.0,0.9966
19631,SGD,KNN_ADWIN,bandit,0.9966,1.0
19668,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19669,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19672,KNN_ADWIN,SGD,bandit,1.0,0.9966
19673,SGD,KNN_ADWIN,bandit,0.9966,1.0
19680,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19681,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19682,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19683,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19699,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19700,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19726,KNN_ADWIN,SGD,bandit,1.0,0.9967
19727,SGD,KNN_ADWIN,bandit,0.9967,1.0
19739,KNN_ADWIN,SGD,bandit,1.0,0.9967
19740,SGD,KNN_ADWIN,bandit,0.9967,1.0
19757,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19758,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19763,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19764,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19779,KNN_ADWIN,SGD,bandit,1.0,0.9967
19780,SGD,KNN_ADWIN,bandit,0.9967,1.0
19790,KNN_ADWIN,SGD,bandit,1.0,0.9967
19791,SGD,KNN_ADWIN,bandit,0.9967,1.0
19811,KNN_ADWIN,SGD,bandit,1.0,0.9968
19812,SGD,KNN_ADWIN,bandit,0.9968,1.0
19817,KNN_ADWIN,SGD,bandit,1.0,0.9965
19818,SGD,KNN_ADWIN,bandit,0.9965,1.0
19859,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9998
19860,HoeffdingTree,KNN_ADWIN,bandit,0.9998,1.0
19869,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9998
19870,HoeffdingTree,KNN_ADWIN,bandit,0.9998,1.0
19873,KNN_ADWIN,SGD,bandit,1.0,0.9963
19874,SGD,KNN_ADWIN,bandit,0.9963,1.0
19883,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9998
19884,HoeffdingTree,KNN_ADWIN,bandit,0.9998,1.0
19888,KNN_ADWIN,SGD,bandit,1.0,0.9963
19889,SGD,KNN_ADWIN,bandit,0.9963,1.0
19910,KNN_ADWIN,SGD,bandit,1.0,0.9963
19911,SGD,KNN_ADWIN,bandit,0.9963,1.0
19913,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9998
19914,HoeffdingTree,KNN_ADWIN,bandit,0.9998,1.0
19915,KNN_ADWIN,SGD,bandit,1.0,0.9963
19916,SGD,KNN_ADWIN,bandit,0.9963,1.0
19918,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9998
19919,HoeffdingTree,SGD,bandit,0.9998,0.9964
19920,SGD,KNN_ADWIN,bandit,0.9964,1.0
19921,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9998
19922,HoeffdingTree,KNN_ADWIN,bandit,0.9998,1.0
19935,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9998
19936,HoeffdingTree,KNN_ADWIN,bandit,0.9998,1.0
19944,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9998
19945,HoeffdingTree,KNN_ADWIN,bandit,0.9998,1.0
